date,open,close,high,low,volume,amount,pct_chg,turnover
2025-07-04,53.0,53.87,54.69,52.73,654544,35260285.28,0.0,0.0
2025-07-07,53.89,53.73,54.1,53.36,321763,17288325.99,-0.25988490811211795,0.0
2025-07-08,53.7,53.75,54.08,53.41,343460,18460975.0,0.037223152801058035,0.0
2025-07-09,53.75,53.2,54.08,53.18,395463,21038631.6,-1.023255813953483,0.0
2025-07-10,53.2,54.43,54.88,53.11,828882,45116047.26,2.312030075187965,0.0
2025-07-11,54.3,55.01,56.32,54.26,1076429,59214359.29,1.065588829689501,0.0
2025-07-14,54.99,54.87,55.54,54.87,449058,24639812.459999997,-0.25449918196691623,0.0
2025-07-15,55.05,54.4,55.26,54.28,441726,24029894.4,-0.8565700747220628,0.0
2025-07-16,54.47,54.13,54.54,53.51,481825,26081187.25,-0.4963235294117574,0.0
2025-07-17,54.0,54.11,54.36,53.98,277123,14995125.53,-0.036948087936450325,0.0
2025-07-18,54.25,54.37,54.75,54.16,436240,23718368.8,0.48050267972648,0.0
2025-07-21,54.45,54.49,55.05,54.2,466733,25432281.17,0.22070995034026986,0.0
2025-07-22,54.49,54.0,54.5,53.4,695203,37540962.0,-0.8992475683611723,0.0
2025-07-23,54.14,55.3,55.68,54.11,869407,48078207.099999994,2.4074074074073915,0.0
2025-07-24,55.27,55.94,56.3,55.01,707737,39590807.78,1.1573236889692584,0.0
2025-07-25,55.6,55.38,55.85,55.12,508335,28151592.3,-1.0010725777618745,0.0
2025-07-28,55.5,57.39,57.5,55.5,1221217,70085643.63,3.629469122426876,0.0
2025-07-29,57.36,56.79,57.58,56.67,566092,32148364.68,-1.0454783063251427,0.0
2025-07-30,56.78,58.01,58.63,56.65,921993,53484813.93,2.1482655397076833,0.0
2025-07-31,57.71,55.99,57.8,55.68,827601,46337379.99,-3.482158248577827,0.0
2025-08-01,55.98,55.5,56.36,55.38,488786,27127623.0,-0.8751562779067745,0.0
2025-08-04,55.4,55.51,55.64,55.15,360078,19987929.779999997,0.018018018018017834,0.0
2025-08-05,55.6,56.44,56.71,55.5,482956,27258036.64,1.6753738065213408,0.0
2025-08-06,56.44,56.36,56.94,56.12,324469,18287072.84,-0.14174344436569397,0.0
2025-08-07,56.41,56.18,56.76,55.83,327972,18425466.96,-0.319375443577008,0.0
2025-08-08,56.18,55.84,56.2,55.52,397933,22220578.720000003,-0.605197579209682,0.0
2025-08-11,56.07,55.77,56.44,55.77,431869,24085334.130000003,-0.12535816618911566,0.0
2025-08-12,55.77,56.05,56.37,55.77,426985,23932509.25,0.5020620405235654,0.0
2025-08-13,56.22,55.91,56.7,55.76,728453,40727807.23,-0.24977698483497068,0.0
2025-08-14,56.1,56.92,57.9,56.07,1022768,58215954.56,1.8064746914684404,0.0
2025-08-15,56.9,57.1,57.75,56.3,892968,50988472.800000004,0.3162333099086423,0.0
2025-08-18,57.22,56.64,57.65,56.64,957263,54219376.32,-0.8056042031523658,0.0
2025-08-19,57.07,55.5,57.48,55.38,954810,52991955.0,-2.01271186440678,0.0
2025-08-20,55.39,56.5,56.5,54.99,762725,43093962.5,1.8018018018018056,0.0
2025-08-21,56.5,56.92,57.26,56.21,574601,32706288.92,0.7433628318584073,0.0
2025-08-22,56.81,57.8,57.81,56.74,780974,45140297.199999996,1.5460295151089154,0.0
