quarter,strategy_ret,market_ret,excess,strategy_nav,market_nav
2024Q3,0.32364453705262397,0.3345024579784832,-0.010857920925859244,1.323644537052624,1.3345024579784832
2024Q4,-0.17117401856963188,-0.1587080353011172,-0.012465983268514669,1.0970709824875864,1.1227061947682064
2025Q1,0.10830747829365978,0.025997269104397536,0.08231020918926224,1.2158919741099645,1.1518934898387696
2025Q2,0.10829707468647032,0.013543425573675466,0.09475364911279485,1.3475695180408311,1.1674940735872024
2025Q3,0.0021231464221856955,0.12839247524377997,-0.12626932882159428,1.350430605441706,1.317391527527507
2025Q4,0.08793475076814106,0.01907464111170709,0.06886010965643397,1.4691803841608924,1.3425202981186979
2026Q1,-0.03521846616805596,0.0010711832002954502,-0.03628964936835141,1.4174381045065505,1.3439583833080981
2026Q2,-0.13154081803867496,-0.11802145333732833,-0.013519364701346626,1.23098713672057,1.1853424616851902
